unixtime,temp,oxy
1497754980,11.823907,7.188206
1497755580,11.716708,7.132093
1497756180,11.600401,7.096256
1497756780,11.492878,7.052503
1497757380,11.385196,7.037478
1497757980,11.286348,7.025716
1497758580,11.214373,7.006431
1497759180,11.151335,6.995986
1497759780,11.079223,6.988137
1497760380,11.007038,6.991611
1497760980,10.943815,6.981305
1497761580,10.862445,6.981787
1497762180,10.790036,6.996664
1497762780,10.726616,7.009036
1497763380,10.663138,7.03279
1497763980,10.59052,7.03654
1497764580,10.536005,7.046478
1497765180,10.481447,7.056454
1497765780,10.408635,7.077415
1497766380,10.344859,7.090126
1497766980,10.290146,7.105972
1497767580,10.226258,7.130275
1497768180,10.162308,7.137424
1497768780,10.098297,7.156134
1497769380,10.043381,7.172236
1497769980,9.988419,7.182612
1497770580,9.905889,7.20115
1497771180,9.832442,7.211261
1497771780,9.758912,7.238895
1497772380,9.694504,7.240576
1497772980,9.620817,7.245042
1497773580,9.556271,7.258477
1497774180,9.491659,7.266123
1497774780,9.408491,7.296958
1497775380,9.343728,7.322379
1497775980,9.2789,7.330209
1497776580,9.214004,7.361734
1497777180,9.149041,7.393428
1497777780,9.08401,7.419322
1497778380,9.018911,7.439356
1497778980,8.953744,7.453483
1497779580,8.897831,7.476799
1497780180,8.841867,7.500214
1497780780,8.795192,7.508726
1497781380,8.757826,7.532493
1497781980,8.720437,7.544207
1497782580,8.69238,7.546943
1497783180,8.654951,7.546559
1497783780,8.636228,7.558513
1497784380,8.589395,7.561096
1497784980,8.551902,7.554673
1497785580,8.505003,7.563367
1497786180,8.458068,7.584271
1497786780,8.411096,7.623607
1497787380,8.373491,7.672475
1497787980,8.335863,7.740297
1497788580,8.298212,7.815001
1497789180,8.279377,7.903256
1497789780,8.260536,8.011797
1497790380,8.251114,8.118649
1497790980,8.269958,8.223862
1497791580,8.298212,8.354033
1497792180,8.345273,8.507034
1497792780,8.420493,8.666796
1497793380,8.523767,8.840871
1497793980,8.636228,8.993559
1497794580,8.757826,9.131007
1497795180,8.888507,9.25245
1497795780,9.046819,9.357629
1497796380,9.223279,9.465047
1497796980,9.408491,9.562981
1497797580,9.6116,9.647527
1497798180,9.804878,9.737255
1497798780,10.025065,9.80963
1497799380,10.262773,9.859991
1497799980,10.508732,9.940525
1497800580,10.771922,9.999133
1497801180,11.04314,10.047385
1497801780,11.331296,10.098252
1497802380,11.636207,10.101669
1497802980,11.939867,10.14005
1497803580,12.26007,10.156086
1497804180,12.552438,10.141803
1497804780,12.852553,10.150662
1497805380,13.177912,10.150551
1497805980,13.519516,10.196412
1497806580,13.8598,10.18415
1497807180,14.172786,10.192094
1497807780,14.493391,10.180891
1497808380,14.804329,10.148502
1497808980,15.114324,10.134612
1497809580,15.414842,10.116577
1497810180,15.714547,10.082497
1497810780,16.013475,10.075385
1497811380,16.294644,10.067024
1497811980,16.566695,10.045497
1497812580,16.838185,10.007666
1497813180,17.109141,9.987957
1497813780,17.371147,9.920675
1497814380,17.632701,9.90564
1497814980,17.860157,9.911703
1497815580,18.095711,9.872639
1497816180,18.314157,9.865663
1497816780,18.523958,9.819371
1497817380,18.708395,9.799211
1497817980,18.901036,9.742652
1497818580,19.076773,9.726083
1497819180,19.202215,9.692719
1497819780,19.344299,9.66249
1497820380,19.344299,9.471167
1497820980,19.461247,9.457977
1497821580,19.544747,9.422881
1497822180,19.594834,9.366067
1497822780,19.619874,9.293378
1497823380,19.611528,9.247828
1497823980,19.561444,9.120582
1497824580,19.394427,8.923514
1497825180,19.369364,8.870061
1497825780,19.40278,8.9363
1497826380,19.427839,8.920962
1497826980,19.377719,8.898012
1497827580,19.310875,8.857451
1497828180,19.26073,8.737036
1497828780,19.101867,8.54845
1497829380,18.993106,8.400344
1497829980,18.834051,8.262956
1497830580,18.616198,8.063477
1497831180,18.414891,7.918638
1497831780,18.255371,7.837612
1497832380,18.12093,7.815938
1497832980,17.969561,7.73442
1497833580,17.801217,7.677922
1497834180,17.573678,7.525132
1497834780,17.362702,7.45167
1497835380,17.151432,7.361277
1497835980,16.905973,7.233803
1497836580,16.660082,7.039825
1497837180,16.413737,6.897298
1497837780,16.226541,6.787899
1497838380,16.04759,6.689543
1497838980,15.876916,6.596319
1497839580,15.688889,6.493062
1497840180,15.500553,6.397049
1497840780,15.320483,6.321314
1497841380,15.157306,6.252872
1497841980,14.968052,6.206588
1497842580,14.761201,6.180018
1497843180,14.562572,6.166829
1497843780,14.363544,6.16894
1497844380,14.172786,6.164268
1497844980,13.972944,6.181935
1497845580,13.781387,6.212907
1497846180,13.598158,6.227015
1497846780,13.41455,6.251505
1497847380,13.248095,6.272013
1497847980,13.081315,6.308076
1497848580,12.9054,6.336479
1497849180,12.737934,6.368159
1497849780,12.570122,6.415737
1497850380,12.419677,6.459321
1497850980,12.27782,6.495813
1497851580,12.126814,6.52969
1497852180,11.993327,6.569848
1497852780,11.868528,6.576079
1497853380,11.743522,6.593076
1497853980,11.609354,6.644719
1497854580,11.492878,6.681272
1497855180,11.367234,6.709715
1497855780,11.241372,6.738399
